abc1,abc2,abc3,abc4,Date,SI,OI
-0.117973105,-0.116943168,-0.111925718,-0.107241909,21/07/2009,-0.011493424,-0.05393
0.104121425,0.094078867,0.09517677,0.099393184,28/07/2009,0.001970147,0.023781
0.02171777,0.024885825,0.023343295,0.020438027,4/08/2009,0.024493516,0.029018
0.041418861,0.037233189,0.033007383,0.030139398,11/08/2009,-0.005297041,-0.030213
0.002983716,0.00246812,0.002151822,0.001952877,18/08/2009,-0.003748109,0.000787
-0.001085764,-0.001477569,-0.000946401,-0.000772786,25/08/2009,0.014758343,-0.014076
0.029011429,-0.005151635,-0.021264081,-0.028436393,1/09/2009,-0.009551377,0.005415
0.049117708,0.051924805,0.050607096,0.049609552,8/09/2009,0.003547872,0.013752
0.018638051,0.017065662,0.015276184,0.01398767,15/09/2009,0.009936941,0.019366
-0.025913092,-0.033659142,-0.036165657,-0.037692555,22/09/2009,0.017270422,-0.072764
-0.002006517,-0.006040984,-0.004888929,-0.004312491,29/09/2009,-0.019549974,0.05361
-0.016453491,-0.012831768,-0.015360992,-0.018318244,6/10/2009,0.004292544,0.070042
-0.093031554,-0.089161064,-0.089397696,-0.089757754,13/10/2009,0.014441334,0.014676
0.029121117,0.029484319,0.029930089,0.030213623,20/10/2009,0.006658675,-0.046837
0.034267088,0.033838959,0.03353418,0.033413415,27/10/2009,0.028659559,0.004184
-0.075823519,-0.085502039,-0.088125233,-0.085208291,3/11/2009,-0.002647986,-0.029485
-0.035097838,-0.040514836,-0.039486081,-0.039894519,10/11/2009,-0.015869632,0.043897
-0.090278841,-0.089637694,-0.09188736,-0.0917668,17/11/2009,-0.002219958,0.015122
-0.00586403,-0.008648878,-0.007261227,-0.00535137,24/11/2009,-0.005248859,-0.06727
